what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1341951620851
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341951657658
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341951669548
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341951689126
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341951692038
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341951696937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341951709295
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341951722590
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1341951728819
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1341951730902
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341951765298
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341951783817
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341951785869
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341951788217
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341951792160
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341951808058
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341951816200
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341951825590
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341962090493
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341962092346
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341963072745
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341963245080
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1341963308938
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1341963310465
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341963429450
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1341963430644
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1341963430729
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1341963430838
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1341963430932
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1341963430959
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1341963445041
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341963456065
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1341963463272
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341963469296
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341963572899
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341963575679
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341965173713
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341965176524
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341965178484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341965185922
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341965232324
