what,kind,bundleId,bundleVersion,description,time
opened,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.TypeHierarchy",1341940667473
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.TypeHierarchy",1341940667530
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.open.type.hierarchy",1341940667693
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341940672685
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341940679626
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1341940681174
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1341940682125
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1341940682762
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1341940683490
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341940683511
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1341940684487
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341940687491
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1341940692313
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.TypeHierarchy",1341940698628
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1341940698634
closed,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.TypeHierarchy",1341940698669
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341940704399
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341940785610
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1341940786343
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1341940796336
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341940796351
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1341940802187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341940806047
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341940845563
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341940850679
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341940887083
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341940891453
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341940902603
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1341940916694
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341940920524
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1341940943821
